prompt,label
"Context: Cathy Wallace did not always know what she wanted to be when she grew up. She wanted to help people, but did not know exactly how.
Question: Who felt like she wanted to help people, but did not know exactly how?
Answer: Carol Bond",0
"Context: Cathy Wallace did not always know what she wanted to be when she grew up. She wanted to help people, but did not know exactly how.
Question: Who felt like she wanted to help people, but did not know exactly how?
Answer: Carter Bond",0
"Context: Columbus and the Arrival of Europeans Columbus first arrived in Jamaica on 5 May 1494 at Discovery Bay, where there is now a small park in his honor. He stayed for only a few days but returned in 1502, landing here when the ships of his fleet became unserviceable ; he waited at St. Ann's Bay for help to arrive from Cuba.
Question: Who waited at St. Ann's Bay for help to arrive from Cuba when his ships became unserviceable?
Answer: Africans",0
"Context: Columbus and the Arrival of Europeans Columbus first arrived in Jamaica on 5 May 1494 at Discovery Bay, where there is now a small park in his honor. He stayed for only a few days but returned in 1502, landing here when the ships of his fleet became unserviceable ; he waited at St. Ann's Bay for help to arrive from Cuba.
Question: Who waited at St. Ann's Bay for help to arrive from Cuba when his ships became unserviceable?
Answer: Don Juan de Esquivel",0
"Context: Columbus and the Arrival of Europeans Columbus first arrived in Jamaica on 5 May 1494 at Discovery Bay, where there is now a small park in his honor. He stayed for only a few days but returned in 1502, landing here when the ships of his fleet became unserviceable ; he waited at St. Ann's Bay for help to arrive from Cuba.
Question: Who waited at St. Ann's Bay for help to arrive from Cuba when his ships became unserviceable?
Answer: Columbus",1
"Context: Columbus and the Arrival of Europeans Columbus first arrived in Jamaica on 5 May 1494 at Discovery Bay, where there is now a small park in his honor. He stayed for only a few days but returned in 1502, landing here when the ships of his fleet became unserviceable ; he waited at St. Ann's Bay for help to arrive from Cuba.
Question: Who waited at St. Ann's Bay for help to arrive from Cuba when his ships became unserviceable?
Answer: The ships",0
"Context: Columbus and the Arrival of Europeans Columbus first arrived in Jamaica on 5 May 1494 at Discovery Bay, where there is now a small park in his honor. He stayed for only a few days but returned in 1502, landing here when the ships of his fleet became unserviceable ; he waited at St. Ann's Bay for help to arrive from Cuba.
Question: Who waited at St. Ann's Bay for help to arrive from Cuba when his ships became unserviceable?
Answer: Arawak",0
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. He had been struck on the head, and was in a raging fever when his father and sister came to the prison to take him away.
Question: Who was struck on the head and had a raging fever?
Answer: Wesley",1
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. He had been struck on the head, and was in a raging fever when his father and sister came to the prison to take him away.
Question: Who was struck on the head and had a raging fever?
Answer: Wesley Boone",1
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. He had been struck on the head, and was in a raging fever when his father and sister came to the prison to take him away.
Question: Who was struck on the head and had a raging fever?
Answer: Dick",0
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. Wesley had been with the prisoners at first.
Question: What did Dick learn about Wesley Boone?
Answer: Wesley had been with the prisoners",1
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. Wesley had been with the prisoners at first.
Question: What did Dick learn about Wesley Boone?
Answer: Wesley had been struck on the head",1
"Context: Dick learned that all the commissioned officers of the company with Wesley Boone had been wounded or killed in the charge near the stone bridge. Wesley had been with the prisoners at first.
Question: What did Dick learn about Wesley Boone?
Answer: Wesley was dead",0
"Context: Dick was enraged to see how contentedly the men bore the irksome confinement, the meager food, and harsh peremptoriness of the beardless boys set over them as guards. Most of the prisoners passed the time in cards, playing for buttons, trinkets, or what not that formed their scanty possessions.
Question: Who was enraged to see how contentedly the men bore the irksome confinement?
Answer: Wesley",0
"Context: Dick was enraged to see how contentedly the men bore the irksome confinement, the meager food, and harsh peremptoriness of the beardless boys set over them as guards. Most of the prisoners passed the time in cards, playing for buttons, trinkets, or what not that formed their scanty possessions.
Question: Who was enraged to see how contentedly the men bore the irksome confinement?
Answer: Dick",1
"Context: Duane was hungry, but he hurried through the ample supper that was set before him, urged on by curiosity and astonishment. If they had not deliberately attempted to be oblivious of his presence Duane would have concluded they thought him an ordinary visitor, somehow of use to MacNelly. After a first quiet scrutiny the rangers apparently paid no more attention to him. These rangers were too well trained to appear openly curious about their captain's guest.
Question: Who were the rangers pretending to not paying attention to?
Answer: Duane",1
"Context: Duane was hungry, but he hurried through the ample supper that was set before him, urged on by curiosity and astonishment. If they had not deliberately attempted to be oblivious of his presence Duane would have concluded they thought him an ordinary visitor, somehow of use to MacNelly. After a first quiet scrutiny the rangers apparently paid no more attention to him. These rangers were too well trained to appear openly curious about their captain's guest.
Question: Who were the rangers pretending to not paying attention to?
Answer: MacNelly",0
